LotFrontage,LotArea,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,LowQualFinSF,GrLivArea,TotRmsAbvGrd,GarageYrBlt,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,TotalSF,Age,RemodAge
79.0,9416,205.0,1126.0,0.0,600.0,1726.0,1726,0,1726,8,2007.0,786.0,171,138,0,0,266,0,0,3452.0,12,12
174.0,25419,0.0,1036.0,184.0,140.0,1360.0,1360,392,3112,8,1918.0,795.0,0,16,552,0,0,512,0,4080.0,101,29
92.0,5520,0.0,0.0,0.0,755.0,755.0,929,371,2229,8,0.0,0.0,0,198,30,0,0,0,0,2613.0,107,69
76.0,9591,262.0,1088.0,0.0,625.0,1713.0,1713,0,1713,7,2004.0,856.0,0,26,0,0,170,0,0,3426.0,15,14
80.0,8546,0.0,0.0,0.0,1121.0,1121.0,1121,0,1121,5,2003.0,440.0,132,64,0,0,0,0,0,2242.0,16,15
75.0,10125,0.0,641.0,279.0,276.0,1196.0,1279,0,1279,6,1980.0,473.0,238,83,0,0,0,0,0,2475.0,42,42
50.0,7000,0.0,617.0,0.0,0.0,617.0,865,0,1310,6,1924.0,398.0,0,0,126,0,0,0,0,1927.0,95,69
70.0,4438,205.0,662.0,0.0,186.0,848.0,848,0,848,3,2004.0,420.0,149,0,0,0,0,0,0,1696.0,15,15
50.0,3500,0.0,312.0,0.0,408.0,720.0,720,0,1284,5,1948.0,240.0,0,35,0,0,0,0,0,2004.0,72,69
99.0,11851,0.0,0.0,0.0,1424.0,1424.0,1442,0,1442,5,1990.0,500.0,0,34,0,508,0,0,0,2866.0,29,29
40.0,13673,0.0,0.0,0.0,1140.0,1140.0,1696,0,1696,8,1962.0,349.0,0,30,0,0,0,0,0,2836.0,57,57
73.0,12493,0.0,419.0,306.0,375.0,1100.0,1100,0,1100,6,1960.0,312.0,355,0,0,0,0,0,0,2200.0,59,59
67.0,14364,128.0,1065.0,0.0,92.0,1157.0,1180,0,2062,7,1988.0,454.0,60,55,0,0,154,0,0,3219.0,31,30
75.0,8250,260.0,787.0,0.0,305.0,1092.0,1092,0,1092,6,1964.0,504.0,0,0,0,0,0,0,0,2184.0,55,55
67.0,5604,0.0,468.0,0.0,396.0,864.0,864,0,864,5,0.0,0.0,0,0,96,0,0,0,0,1728.0,94,69
83.0,10420,0.0,36.0,0.0,1176.0,1212.0,1212,0,1212,6,2009.0,460.0,100,22,0,0,0,0,0,2424.0,10,10
72.0,8640,0.0,822.0,0.0,78.0,900.0,932,0,1852,7,2009.0,644.0,168,108,0,0,0,0,0,2752.0,10,10
43.0,13568,0.0,716.0,0.0,274.0,990.0,990,0,990,5,1996.0,576.0,224,0,0,0,0,0,0,1980.0,24,24
70.0,10900,153.0,378.0,0.0,311.0,689.0,689,0,1392,6,1977.0,299.0,0,36,0,0,0,0,450,2081.0,42,42
72.0,10011,64.0,360.0,0.0,710.0,1070.0,1236,0,1236,6,1957.0,447.0,0,0,0,0,0,0,0,2306.0,62,23
65.0,8450,266.0,946.0,0.0,490.0,1436.0,1436,0,1436,8,2004.0,484.0,139,98,0,0,0,0,0,2872.0,15,15
57.0,9906,0.0,0.0,0.0,686.0,686.0,810,0,1328,8,1940.0,210.0,0,172,60,0,0,0,0,2014.0,94,69
70.0,15660,312.0,341.0,0.0,457.0,798.0,1137,0,1954,8,1939.0,431.0,0,119,150,0,0,0,0,2752.0,80,13
43.0,3010,16.0,16.0,0.0,1232.0,1248.0,1248,0,1248,5,2005.0,438.0,108,0,0,0,0,0,0,2496.0,14,13
73.0,8990,0.0,0.0,0.0,1498.0,1498.0,1498,0,1498,5,2006.0,675.0,351,33,0,0,0,0,0,2996.0,13,13
64.0,8068,0.0,0.0,0.0,1010.0,1010.0,1010,0,2267,8,2002.0,390.0,120,46,0,0,0,0,0,3277.0,17,17
85.0,11475,0.0,550.0,0.0,163.0,713.0,811,0,1552,6,1975.0,434.0,209,208,0,0,0,0,0,2265.0,44,44
70.0,10500,0.0,524.0,180.0,160.0,864.0,864,0,864,4,1989.0,576.0,216,0,0,0,0,0,0,1728.0,48,48
103.0,13472,922.0,56.0,0.0,2336.0,2392.0,2392,0,2392,8,2003.0,968.0,248,105,0,0,0,0,0,4784.0,16,16
21.0,1680,142.0,0.0,0.0,630.0,630.0,630,0,1302,6,1991.0,280.0,0,0,0,0,0,0,0,1932.0,48,48
82.0,9950,290.0,565.0,0.0,638.0,1203.0,1214,0,2520,9,1995.0,721.0,224,114,0,0,0,0,0,3723.0,24,24
21.0,1869,127.0,321.0,0.0,162.0,483.0,483,0,987,5,1987.0,280.0,0,0,0,0,0,0,0,1470.0,49,49
70.0,8521,0.0,842.0,0.0,70.0,912.0,912,0,912,5,1974.0,336.0,0,0,0,0,0,0,0,1824.0,52,52
43.0,3182,16.0,16.0,0.0,1357.0,1373.0,1555,0,1555,7,2005.0,430.0,143,20,0,0,0,0,0,2928.0,14,13
73.0,8760,220.0,0.0,0.0,1194.0,1194.0,1194,0,1194,6,1959.0,312.0,0,0,120,0,0,0,0,2388.0,60,60
174.0,15138,506.0,689.0,0.0,773.0,1462.0,1490,0,2794,9,1995.0,810.0,0,146,202,0,0,0,0,4256.0,24,23
21.0,1680,297.0,0.0,0.0,483.0,483.0,483,0,987,5,1972.0,288.0,0,0,0,0,0,0,0,1470.0,47,47
75.0,10650,0.0,182.0,712.0,0.0,894.0,894,0,894,5,1976.0,308.0,365,0,0,0,0,0,0,1788.0,43,43
64.0,7851,0.0,625.0,0.0,235.0,860.0,860,0,1960,8,2002.0,440.0,288,48,0,0,0,0,0,2820.0,17,17
21.0,1680,604.0,358.0,0.0,125.0,483.0,483,0,987,5,1971.0,264.0,0,0,0,0,0,0,0,1470.0,48,48
65.0,8773,98.0,24.0,0.0,1390.0,1414.0,1414,0,1414,6,2004.0,494.0,132,105,0,0,0,0,0,2828.0,15,15
67.0,9453,0.0,402.0,0.0,594.0,996.0,1014,0,1744,7,1993.0,457.0,370,70,0,238,0,0,0,2740.0,26,16
93.0,12030,254.0,0.0,0.0,1694.0,1694.0,1694,0,1694,7,2007.0,818.0,168,228,0,0,0,0,0,3388.0,12,12
52.0,8741,0.0,94.0,0.0,641.0,735.0,798,0,1487,7,1949.0,220.0,0,140,0,0,0,0,0,2222.0,74,69
75.0,9000,36.0,1078.0,0.0,488.0,1566.0,1566,0,1566,7,2008.0,750.0,144,168,0,0,0,0,0,3132.0,11,11
40.0,3880,0.0,329.0,0.0,357.0,686.0,866,0,866,4,0.0,0.0,58,42,0,0,0,0,0,1552.0,74,22
63.0,5000,0.0,0.0,0.0,540.0,540.0,889,0,1440,6,1940.0,352.0,0,0,77,0,0,0,0,1980.0,119,69
75.0,10762,0.0,0.0,0.0,626.0,626.0,626,0,1217,6,1980.0,288.0,0,28,0,0,0,0,0,1843.0,39,39
67.0,8880,0.0,695.0,0.0,253.0,948.0,1222,0,2110,8,1994.0,463.0,0,130,0,0,0,0,0,3058.0,25,17
80.0,10400,102.0,929.0,0.0,916.0,1845.0,1872,0,1872,6,1988.0,604.0,197,39,0,0,0,0,0,3717.0,31,31
69.0,9142,0.0,0.0,0.0,1020.0,1020.0,908,0,1928,9,1910.0,440.0,0,60,112,0,0,0,0,2948.0,109,69
75.0,11310,0.0,0.0,0.0,1367.0,1367.0,1375,0,1375,5,1954.0,451.0,0,30,0,0,0,0,0,2742.0,65,65
72.0,11317,101.0,0.0,0.0,840.0,840.0,840,0,1668,8,2003.0,500.0,144,68,0,0,0,0,0,2508.0,16,16
80.5,159000,472.0,697.0,0.0,747.0,1444.0,1444,0,2144,7,1958.0,389.0,0,98,0,0,0,0,500,3588.0,61,13
55.0,5350,0.0,0.0,0.0,728.0,728.0,1306,0,1306,6,0.0,0.0,263,0,0,0,0,0,450,2034.0,79,53
44.0,4750,481.0,1573.0,0.0,0.0,1573.0,1625,0,1625,5,2006.0,538.0,123,0,0,0,153,0,0,3198.0,13,12
65.0,8366,0.0,0.0,0.0,798.0,798.0,798,0,1640,6,2004.0,520.0,138,45,0,0,0,0,0,2438.0,15,15
85.0,9350,108.0,270.0,580.0,452.0,1302.0,1302,0,1302,7,1964.0,309.0,333,0,0,0,0,0,0,2604.0,55,28
70.0,8400,0.0,922.0,0.0,392.0,1314.0,1314,0,1314,5,1957.0,294.0,250,0,0,0,0,0,0,2628.0,62,62
66.0,8738,302.0,0.0,0.0,975.0,975.0,1005,0,2291,8,1999.0,429.0,192,0,0,0,0,0,0,3266.0,20,20
64.0,8791,0.0,503.0,0.0,361.0,864.0,864,0,1728,7,2003.0,673.0,216,56,0,0,0,0,0,2592.0,16,16
68.0,8814,180.0,1334.0,0.0,270.0,1604.0,1604,0,1604,8,2006.0,660.0,123,110,0,0,0,0,0,3208.0,13,13
80.0,12435,172.0,361.0,0.0,602.0,963.0,963,0,1792,7,2001.0,564.0,0,96,0,245,0,0,0,2755.0,18,18
70.0,12702,0.0,0.0,0.0,0.0,0.0,882,0,882,4,1956.0,308.0,0,45,0,0,0,0,0,882.0,63,63
120.0,19296,399.0,672.0,690.0,0.0,1362.0,1382,0,1382,6,1991.0,884.0,0,0,252,0,0,0,0,2744.0,57,57
69.0,9588,270.0,0.0,0.0,1482.0,1482.0,1482,0,2574,10,2007.0,868.0,0,148,0,0,0,0,0,4056.0,12,12
88.0,8471,46.0,506.0,0.0,0.0,506.0,1212,0,1212,6,1978.0,492.0,292,12,0,0,0,0,0,1718.0,42,24
50.0,5500,0.0,234.0,692.0,0.0,926.0,926,390,1316,6,1974.0,484.0,0,0,0,0,0,0,0,1852.0,90,18
30.0,5232,0.0,0.0,0.0,680.0,680.0,764,0,764,4,1965.0,504.0,0,0,0,0,0,0,0,1444.0,94,15
78.0,12090,210.0,588.0,228.0,606.0,1422.0,1422,0,1422,7,1981.0,576.0,276,0,0,0,0,0,0,2844.0,38,38
70.0,11207,0.0,714.0,0.0,88.0,802.0,802,0,1511,8,1997.0,413.0,95,75,0,0,0,0,0,2313.0,22,22
60.0,8400,0.0,378.0,0.0,342.0,720.0,1052,420,2192,8,1939.0,240.0,262,24,0,0,0,0,0,2492.0,80,22
71.0,6900,0.0,403.0,125.0,212.0,740.0,778,0,778,4,1966.0,924.0,0,25,0,0,0,0,0,1518.0,79,64
64.5,7917,174.0,751.0,0.0,392.0,1143.0,1113,0,1113,6,1987.0,504.0,370,30,0,0,0,0,0,2256.0,43,43
84.0,10728,0.0,0.0,0.0,1095.0,1095.0,1095,0,1939,8,2006.0,1053.0,192,51,0,0,0,0,0,3034.0,13,13
73.0,39104,0.0,226.0,1063.0,96.0,1385.0,1363,0,1363,5,1954.0,439.0,81,0,0,0,0,0,0,2748.0,65,14
92.0,11764,348.0,524.0,0.0,628.0,1152.0,1164,0,2270,9,1999.0,671.0,132,57,0,0,0,0,0,3422.0,20,12
80.0,9600,183.0,620.0,620.0,0.0,1240.0,1632,0,1632,6,1958.0,338.0,289,0,0,0,0,0,0,2872.0,61,31
76.0,8314,0.0,546.0,0.0,270.0,816.0,816,0,816,5,1982.0,264.0,168,0,0,0,0,0,0,1632.0,37,37
55.0,7264,0.0,0.0,0.0,952.0,952.0,952,0,1548,5,1978.0,672.0,74,0,0,0,144,0,0,2500.0,94,12
129.0,9196,0.0,0.0,0.0,1560.0,1560.0,1560,0,1560,7,2003.0,573.0,100,150,0,0,0,0,0,3120.0,16,16
140.0,19138,0.0,120.0,0.0,744.0,864.0,864,0,864,4,1951.0,400.0,0,0,0,0,0,0,0,1728.0,68,68
107.0,14450,315.0,0.0,0.0,2121.0,2121.0,2121,0,2121,8,2007.0,732.0,124,98,0,0,142,0,0,4242.0,13,12
83.0,10005,299.0,392.0,0.0,768.0,1160.0,1156,0,2022,8,1977.0,505.0,288,117,0,0,0,0,0,3182.0,42,42
82.0,11287,340.0,421.0,0.0,386.0,807.0,1175,0,1982,7,1989.0,575.0,0,84,0,196,0,0,0,2789.0,30,30
60.0,7200,68.0,905.0,0.0,357.0,1262.0,1262,0,1262,5,2006.0,572.0,0,120,0,0,0,0,0,2524.0,13,13
34.0,5063,166.0,904.0,0.0,410.0,1314.0,1314,0,1314,6,2008.0,626.0,172,62,0,0,0,0,0,2628.0,12,11
74.0,9612,72.0,0.0,0.0,1468.0,1468.0,1468,0,1468,6,2008.0,898.0,210,150,0,0,0,0,0,2936.0,11,10
50.0,8012,0.0,430.0,0.0,1145.0,1575.0,1575,0,1575,5,1992.0,529.0,0,0,52,0,0,0,0,3150.0,27,27
35.0,4251,0.0,0.0,0.0,625.0,625.0,625,0,1250,5,2006.0,528.0,0,54,0,0,0,0,0,1875.0,13,12
77.0,9786,0.0,600.0,0.0,312.0,912.0,1085,0,1734,7,1962.0,440.0,0,0,0,0,128,0,0,2646.0,57,38
73.0,8125,0.0,614.0,0.0,244.0,858.0,858,0,858,5,0.0,0.0,0,0,0,0,0,0,0,1716.0,48,48
72.0,9819,31.0,450.0,0.0,432.0,882.0,900,0,900,5,1970.0,280.0,0,0,0,0,0,0,0,1782.0,52,52
60.0,8730,0.0,0.0,0.0,698.0,698.0,698,0,1396,7,2003.0,384.0,0,0,0,0,259,0,0,2094.0,104,16
120.0,15611,0.0,0.0,0.0,1079.0,1079.0,1079,0,1919,8,2006.0,685.0,0,51,0,0,0,0,0,2998.0,13,13
55.0,5687,0.0,210.0,0.0,570.0,780.0,936,0,1716,9,0.0,0.0,0,184,0,0,0,0,0,2496.0,107,19
60.0,11409,0.0,292.0,0.0,476.0,768.0,1148,0,1716,8,1949.0,281.0,0,0,0,0,160,0,0,2484.0,70,11
80.0,16659,34.0,795.0,0.0,0.0,795.0,1468,0,2263,9,1977.0,539.0,0,250,0,0,0,0,0,3058.0,42,25
80.0,9600,238.0,1285.0,0.0,131.0,1416.0,1644,0,1644,7,1953.0,418.0,110,0,0,0,0,0,0,3060.0,66,66
37.0,7937,0.0,819.0,0.0,184.0,1003.0,1003,0,1003,6,1984.0,588.0,120,0,0,0,0,0,0,2006.0,35,35
75.0,13710,0.0,420.0,0.0,490.0,910.0,910,0,1558,6,1950.0,282.0,289,0,0,0,0,0,0,2468.0,69,69
66.0,7399,1600.0,649.0,0.0,326.0,975.0,975,0,1950,7,1997.0,576.0,0,10,0,0,198,0,0,2925.0,22,21
90.0,11700,365.0,384.0,175.0,143.0,702.0,1041,0,1743,7,1968.0,539.0,224,0,0,0,0,0,0,2445.0,51,51
80.0,14000,0.0,0.0,0.0,1092.0,1092.0,1152,0,1152,6,1950.0,300.0,0,36,0,0,0,0,0,2244.0,69,15
90.0,15750,56.0,841.0,0.0,324.0,1165.0,1336,0,1336,5,1953.0,375.0,0,0,0,0,0,0,0,2501.0,66,66
66.0,16226,0.0,281.0,0.0,747.0,1028.0,1210,0,2452,9,1998.0,683.0,208,50,0,0,0,0,0,3480.0,21,20
118.0,13704,150.0,0.0,0.0,1541.0,1541.0,1541,0,1541,6,2001.0,843.0,468,81,0,0,0,0,0,3082.0,18,17
70.0,9800,0.0,894.0,0.0,0.0,894.0,894,0,894,5,1975.0,552.0,256,0,0,0,0,0,0,1788.0,47,47
87.0,18386,0.0,0.0,0.0,1470.0,1470.0,1675,0,3493,10,2003.0,870.0,302,0,0,0,0,0,0,4963.0,139,17
80.0,10386,246.0,1464.0,0.0,536.0,2000.0,2000,0,2000,8,2004.0,888.0,168,0,0,0,0,0,0,4000.0,15,14
116.0,13474,246.0,700.0,0.0,0.0,700.0,1122,0,2243,8,1990.0,746.0,127,44,224,0,0,0,0,2943.0,29,28
60.0,7920,0.0,0.0,0.0,319.0,319.0,1035,0,1406,6,0.0,0.0,0,144,0,0,0,0,0,1725.0,99,69
64.5,12342,0.0,262.0,0.0,599.0,861.0,861,0,861,4,1961.0,539.0,158,0,0,0,0,0,0,1722.0,79,69
90.0,12378,0.0,1274.0,0.0,622.0,1896.0,1944,0,1944,8,2003.0,708.0,208,175,0,0,0,0,0,3840.0,16,15
64.0,7685,112.0,518.0,0.0,179.0,697.0,697,0,1501,6,1993.0,420.0,190,63,0,0,0,0,0,2198.0,26,25
50.0,8000,0.0,680.0,0.0,292.0,972.0,972,0,972,5,1948.0,240.0,0,0,0,0,0,0,0,1944.0,71,17
65.0,7800,0.0,507.0,0.0,286.0,793.0,793,0,1118,5,1939.0,410.0,0,0,0,0,271,0,0,1911.0,80,69
150.0,215245,0.0,1236.0,820.0,80.0,2136.0,2036,0,2036,8,1965.0,513.0,0,0,0,0,0,0,0,4172.0,54,54
60.0,9600,0.0,16.0,0.0,712.0,728.0,832,0,1641,6,1925.0,546.0,0,0,234,0,0,0,0,2369.0,94,29
71.0,7795,0.0,425.0,0.0,291.0,716.0,716,0,1432,6,2004.0,432.0,100,51,0,0,0,0,0,2148.0,15,14
94.0,13005,278.0,692.0,0.0,153.0,845.0,1153,0,2353,10,1983.0,484.0,288,195,0,0,0,0,0,3198.0,39,39
75.0,9000,0.0,0.0,0.0,1088.0,1088.0,1088,0,1959,8,2006.0,1025.0,208,46,0,0,0,0,0,3047.0,13,13
90.0,9900,256.0,987.0,0.0,360.0,1347.0,1372,0,2646,9,1993.0,656.0,340,60,144,0,0,0,0,3993.0,26,26
80.0,14115,225.0,1036.0,0.0,336.0,1372.0,1472,0,1472,6,1980.0,588.0,233,48,0,0,0,0,0,2844.0,39,39
111.0,16259,370.0,0.0,0.0,1249.0,1249.0,1249,0,2596,9,2006.0,840.0,240,154,0,0,0,0,0,3845.0,13,13
99.0,12099,388.0,970.0,0.0,166.0,1136.0,1136,0,2468,10,2004.0,872.0,184,154,0,0,0,0,0,3604.0,15,15
86.0,10380,172.0,28.0,1474.0,0.0,1502.0,1553,0,2730,8,1987.0,576.0,201,96,0,0,0,0,0,4232.0,33,32
49.0,5820,0.0,256.0,0.0,906.0,1162.0,1163,0,1163,6,1955.0,220.0,142,98,0,0,0,0,0,2325.0,64,14
96.0,11275,300.0,0.0,0.0,710.0,710.0,1898,0,2978,11,1961.0,564.0,240,0,0,0,0,0,0,3688.0,52,12
50.0,5000,0.0,116.0,0.0,604.0,720.0,803,0,803,5,1941.0,360.0,0,0,244,0,0,0,0,1523.0,78,69
32.0,10846,0.0,1619.0,0.0,100.0,1719.0,1719,0,1719,6,1993.0,473.0,122,30,0,0,0,0,0,3438.0,26,26
80.0,11600,175.0,565.0,0.0,818.0,1383.0,1383,0,1383,7,1960.0,292.0,0,45,0,0,0,0,0,2766.0,59,59
51.0,11888,0.0,0.0,0.0,844.0,844.0,1445,0,2134,10,1930.0,441.0,0,60,268,0,0,0,0,2978.0,103,25
60.0,6402,0.0,0.0,0.0,596.0,596.0,596,0,1192,6,1920.0,189.0,0,0,137,0,0,0,0,1788.0,99,69
73.0,10624,84.0,40.0,264.0,1424.0,1728.0,1728,0,1728,10,2002.0,352.0,155,0,0,0,0,0,0,3456.0,55,55
70.0,8176,0.0,846.0,0.0,210.0,1056.0,1056,0,1056,6,1958.0,308.0,0,0,0,0,0,0,0,2112.0,61,27
85.0,10655,296.0,1124.0,479.0,1603.0,3206.0,1629,0,1629,7,2003.0,880.0,0,0,0,0,0,0,0,4835.0,16,15
59.0,8198,146.0,720.0,0.0,638.0,1358.0,1358,0,1358,6,2004.0,484.0,192,30,0,0,0,0,0,2716.0,15,15
59.0,9042,0.0,828.0,0.0,115.0,943.0,943,0,1638,7,1998.0,472.0,100,38,0,0,0,0,0,2581.0,21,21
82.0,164660,0.0,1249.0,147.0,103.0,1499.0,1619,0,1786,7,1965.0,529.0,670,0,0,0,0,0,700,3285.0,54,54
86.0,14157,200.0,1249.0,0.0,673.0,1922.0,1922,0,1922,8,2005.0,676.0,178,51,0,0,0,0,0,3844.0,14,13
70.0,9135,113.0,810.0,0.0,726.0,1536.0,1536,0,1536,7,2002.0,532.0,192,74,0,0,0,0,0,3072.0,17,16
91.0,14145,0.0,213.0,0.0,995.0,1208.0,1621,0,1621,8,1984.0,440.0,108,45,0,0,0,0,400,2829.0,35,21
66.0,12400,176.0,585.0,0.0,630.0,1215.0,1215,0,1215,6,1958.0,297.0,0,0,0,0,234,0,0,2430.0,61,21
85.0,14191,0.0,0.0,0.0,967.0,967.0,993,0,1908,9,2002.0,431.0,135,0,0,0,0,0,0,2875.0,17,17
60.0,8400,0.0,0.0,0.0,721.0,721.0,841,0,841,4,1950.0,294.0,250,0,24,0,0,0,0,1562.0,69,69
73.0,8544,340.0,0.0,0.0,0.0,0.0,1040,0,1040,6,1949.0,400.0,0,0,0,0,0,0,0,1040.0,70,69
63.0,8849,616.0,28.0,0.0,1656.0,1684.0,1684,0,1684,6,2005.0,564.0,495,72,0,0,0,0,0,3368.0,14,14
36.0,2592,0.0,129.0,232.0,175.0,536.0,536,0,1112,4,1976.0,336.0,182,0,0,0,0,0,0,1648.0,43,43
65.0,6435,0.0,0.0,0.0,972.0,972.0,972,0,1577,6,1939.0,312.0,0,0,0,0,0,0,0,2549.0,80,69
73.0,12772,0.0,498.0,0.0,460.0,958.0,958,0,958,5,1960.0,301.0,0,0,0,0,0,0,15500,1916.0,59,21
73.0,17600,30.0,1270.0,0.0,208.0,1478.0,1478,0,1478,6,1960.0,498.0,0,40,0,0,0,0,0,2956.0,59,59
36.0,2448,106.0,573.0,0.0,191.0,764.0,764,0,1626,6,2003.0,474.0,0,27,0,0,0,0,0,2390.0,16,15
56.0,20431,870.0,1410.0,0.0,438.0,1848.0,1848,0,2728,10,2006.0,706.0,0,0,0,0,0,0,0,4576.0,14,13
68.0,7820,362.0,0.0,0.0,1869.0,1869.0,1869,0,1869,6,2007.0,617.0,210,54,0,0,0,0,0,3738.0,12,12
80.5,5271,0.0,1082.0,0.0,371.0,1453.0,1453,0,1453,6,1986.0,445.0,0,80,0,0,184,0,0,2906.0,33,33
60.0,9084,0.0,236.0,380.0,0.0,616.0,616,0,1111,5,1941.0,200.0,48,0,0,0,0,0,0,1727.0,78,69
60.0,8520,0.0,0.0,0.0,624.0,624.0,720,0,720,5,2005.0,484.0,106,0,0,0,0,0,0,1344.0,91,16
60.0,8400,0.0,388.0,0.0,552.0,940.0,1192,0,1595,6,1940.0,240.0,0,0,108,0,0,0,0,2535.0,79,19
105.0,11249,0.0,334.0,544.0,322.0,1200.0,1200,0,1200,6,1995.0,521.0,0,26,0,0,0,0,0,2400.0,24,24
64.0,9248,106.0,560.0,0.0,598.0,1158.0,1167,0,1167,6,1992.0,400.0,120,26,0,0,0,0,0,2325.0,27,27
44.0,4224,0.0,874.0,0.0,268.0,1142.0,1142,0,1142,6,1976.0,528.0,536,90,0,0,0,0,0,2284.0,43,43
92.0,6930,120.0,300.0,294.0,468.0,1062.0,1352,0,1352,6,1958.0,288.0,168,0,294,0,0,0,0,2414.0,61,61
78.0,12011,530.0,956.0,0.0,130.0,1086.0,1086,0,1924,7,1998.0,592.0,208,75,0,0,374,0,0,3010.0,21,21
74.0,7540,0.0,773.0,0.0,115.0,888.0,912,0,912,5,1978.0,470.0,0,0,0,0,192,0,0,1800.0,41,41
51.0,9144,0.0,399.0,0.0,484.0,883.0,988,0,1505,8,1940.0,240.0,0,0,0,0,0,0,0,2388.0,79,37
64.0,7301,500.0,0.0,0.0,0.0,0.0,495,0,1922,7,2003.0,672.0,0,0,177,0,0,0,0,1922.0,16,16
21.0,1680,510.0,162.0,0.0,321.0,483.0,483,0,987,5,1972.0,264.0,250,0,0,0,0,0,0,1470.0,47,12
80.0,18800,120.0,712.0,0.0,84.0,796.0,790,0,1574,6,1976.0,566.0,306,111,0,0,0,0,0,2370.0,43,43
59.0,10690,0.0,456.0,0.0,216.0,672.0,672,0,1344,6,1964.0,468.0,0,128,218,0,0,0,0,2016.0,99,22
73.0,9500,247.0,609.0,0.0,785.0,1394.0,1394,0,1394,6,1963.0,514.0,0,76,0,0,185,0,0,2788.0,56,56
101.0,9150,305.0,371.0,0.0,728.0,1099.0,1431,0,1431,6,1962.0,296.0,64,110,0,0,0,0,0,2530.0,57,57
78.0,7800,200.0,540.0,0.0,728.0,1268.0,1268,0,1268,7,1954.0,244.0,0,98,0,0,0,0,0,2536.0,65,65
73.0,9830,0.0,72.0,258.0,733.0,1063.0,1287,0,1287,7,1997.0,576.0,364,17,0,0,182,0,0,2350.0,60,13
64.0,8121,0.0,0.0,0.0,953.0,953.0,953,0,1664,7,2000.0,460.0,100,40,0,0,0,0,0,2617.0,19,19
80.0,17120,0.0,0.0,0.0,0.0,0.0,1120,0,1588,7,1991.0,680.0,0,59,0,0,0,0,0,1588.0,60,60
50.0,7175,0.0,623.0,121.0,0.0,744.0,752,0,752,4,1984.0,264.0,353,0,0,0,90,0,0,1496.0,35,35
79.0,10634,0.0,428.0,180.0,0.0,608.0,1319,0,1319,5,1953.0,270.0,66,0,0,0,0,0,0,1927.0,66,66
65.0,8200,0.0,0.0,0.0,847.0,847.0,847,0,1928,8,2003.0,434.0,100,48,0,0,0,0,0,2775.0,16,15
64.5,10020,0.0,350.0,0.0,333.0,683.0,904,0,904,4,0.0,0.0,0,0,0,0,0,0,0,1587.0,97,69
57.0,8846,0.0,298.0,0.0,572.0,870.0,914,0,914,5,1998.0,576.0,0,0,0,0,0,0,0,1784.0,23,23
102.0,11143,0.0,0.0,0.0,1580.0,1580.0,1580,0,2466,8,2004.0,610.0,159,214,0,0,0,0,0,4046.0,15,14
88.0,11394,350.0,1445.0,0.0,411.0,1856.0,1856,0,1856,8,2010.0,834.0,113,0,0,0,0,0,0,3712.0,9,9
60.0,8123,16.0,0.0,0.0,982.0,982.0,1007,0,1800,7,2000.0,463.0,100,63,0,0,0,0,0,2782.0,19,19
50.0,5000,0.0,218.0,0.0,808.0,1026.0,1026,0,1691,6,1924.0,308.0,0,0,242,0,0,0,0,2717.0,95,69
60.0,7200,0.0,0.0,0.0,1293.0,1293.0,1301,0,1301,5,2006.0,572.0,216,121,0,0,0,0,0,2594.0,13,13
79.0,9245,0.0,0.0,0.0,939.0,939.0,939,0,1797,8,2006.0,639.0,144,53,0,0,0,0,0,2736.0,13,13
60.0,9000,0.0,0.0,0.0,784.0,784.0,784,0,784,5,1950.0,360.0,0,0,91,0,0,0,0,1568.0,91,69
80.5,53107,0.0,985.0,0.0,595.0,1580.0,1079,0,1953,9,1992.0,501.0,216,231,0,0,0,0,0,3533.0,27,27
43.0,3182,16.0,24.0,0.0,1232.0,1256.0,1269,0,1269,6,2004.0,430.0,146,20,0,0,144,0,0,2525.0,15,14
58.0,8410,0.0,0.0,0.0,658.0,658.0,658,0,1184,8,0.0,0.0,0,151,0,0,0,0,0,1842.0,109,23
72.0,7200,255.0,631.0,0.0,410.0,1041.0,1125,0,1125,6,1977.0,352.0,296,0,0,0,0,0,0,2166.0,43,43
93.0,9382,125.0,0.0,0.0,1468.0,1468.0,1479,0,1479,6,1999.0,577.0,120,25,0,0,0,0,0,2947.0,20,19
96.0,12474,272.0,1280.0,0.0,402.0,1682.0,1742,0,2332,9,2008.0,846.0,196,134,0,0,0,0,0,4014.0,12,11
50.0,8405,0.0,241.0,391.0,229.0,861.0,961,0,1367,7,1978.0,384.0,0,130,112,0,0,0,0,2228.0,119,69
71.0,12209,0.0,690.0,0.0,114.0,804.0,804,0,1961,7,2001.0,560.0,125,192,0,0,0,0,0,2765.0,18,17
73.0,8339,0.0,0.0,0.0,0.0,0.0,882,0,882,5,1959.0,294.0,0,0,0,0,0,0,1200,882.0,60,60
51.0,7446,0.0,266.0,0.0,522.0,788.0,788,0,788,4,0.0,0.0,0,0,0,0,0,0,0,1576.0,78,69
60.0,10134,0.0,0.0,0.0,735.0,735.0,735,0,1034,5,1940.0,240.0,0,39,0,0,0,0,0,1769.0,79,69
